2.138.202.114 [2022-09-28 04:55:07.433000] oe_4325376506556 "GET /eden/v2/get?platform=Android&appVersion=Android_5.2&country=Spain&language=ES HTTP/1.0" 501 647 "-" 30049 "Mozilla/5.0 (Android 4.1; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0" 80
77.150.154.86 [2022-09-28 04:59:47.577000] oe_2046618375059 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&country=France&language=FR HTTP/1.0" 200 57 "-" 199 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:49.368000] oe_2046618375059 "POST /eden/v2/get?platform=iOS&appVersion=iOS_2.1&country=France&language=FR HTTP/1.0" 200 2014 "/eden/v2/get" 69 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:49.848000] oe_2046618375059 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&country=France&language=FR HTTP/1.0" 200 568 "/eden/v2/get" 65 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:50.174000] oe_2046618375059 "GET /eden/v2/home?platform=iOS&appVersion=iOS_2.1&country=France&language=FR HTTP/1.0" 403 3334 "/eden/v2/get" 81 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:50.427000] oe_2046618375059 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&section=account&subsection=catalog&country=France&language=FR HTTP/1.0" 200 97 "/eden/v2/home" 171 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:50.663000] oe_2046618375059 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&section=account&subsection=catalog&country=France&language=FR HTTP/1.0" 200 976 "/eden/v2/options" 20 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:50.937000] oe_2046618375059 "GET /eden/v2/manageContractOptions?language=FR&id=_ID_&operation=Subscribe&activationMode=0&filter=standard&appVersion=iOS_2.1&osVersion=52.0.868&platform=iOS&country=_COUNTRY HTTP/1.0" 200 2442 "/eden/v2/get" 165 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:51.105000] oe_2046618375059 "GET /eden/v2/options?language=FR&filter=standard&appVersion=iOS_2.1&osVersion=52.0.868&platform=iOS&country=France HTTP/1.0" 403 707 "/eden/v2/get" 31 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:51.493000] oe_2046618375059 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&section=account&subsection=catalog&country=France&language=FR HTTP/1.0" 200 953 "/eden/v2/manageContractOptions" 220 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:52.124000] oe_2046618375059 "POST /eden/v2/subscribePlan?language=FR&id=_ID_&appVersion=iOS_2.1&osVersion=52.0.868&platform=iOS&country=France HTTP/1.0" 200 299 "/eden/v2/get" 91 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
77.150.154.86 [2022-09-28 04:59:52.490000] oe_2046618375059 "GET /eden/v2/invoices?language=FR&appVersion=iOS_2.1&osVersion=52.0.868&platform=iOS&country=France HTTP/1.0" 403 314 "/eden/v2/subscribePlan" 9 "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/52.0.868.0 Mobile/64Y509 Safari/536.2" 80
79.113.79.210 [2022-09-28 05:06:24.111000] oe_9351084492363 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&country=Romania&language=RO HTTP/1.0" 200 363 "-" 122 "Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7u9356.0 Mobile/17V231 Safari/531.0" 80
79.113.79.210 [2022-09-28 05:06:24.138000] oe_9351084492363 "POST /eden/v2/get?platform=iOS&appVersion=iOS_2.1&country=Romania&language=RO HTTP/1.0" 200 849 "/eden/v2/get" 24 "Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7u9356.0 Mobile/17V231 Safari/531.0" 80
79.113.79.210 [2022-09-28 05:06:24.776000] oe_9351084492363 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&country=Romania&language=RO HTTP/1.0" 200 1451 "/eden/v2/get" 59 "Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7u9356.0 Mobile/17V231 Safari/531.0" 80
79.113.79.210 [2022-09-28 05:06:25.200000] oe_9351084492363 "GET /eden/v2/home?platform=iOS&appVersion=iOS_2.1&country=Romania&language=RO HTTP/1.0" 200 1167 "/eden/v2/get" 301 "Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7u9356.0 Mobile/17V231 Safari/531.0" 80
79.113.79.210 [2022-09-28 05:06:26.123000] oe_9351084492363 "GET /eden/v2/get?platform=iOS&appVersion=iOS_2.1&section=account&subsection=balance&country=Romania&language=RO HTTP/1.0" 200 242 "/eden/v2/home" 204 "Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7u9356.0 Mobile/17V231 Safari/531.0" 80
79.113.79.210 [2022-09-28 05:06:26.520000] oe_9351084492363 "GET /eden/v2/md/lineInformation/v2/balancesReport?channel.id=1&appVersion=iOS_2.1&osVersion=13.7&platform=iOS&country=Romania HTTP/1.0" 200 106 "/eden/v2/get" 375 "Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7u9356.0 Mobile/17V231 Safari/531.0" 80
46.174.1.7 [2022-09-28 05:06:37.964000] oe_3282565331259 "GET /eden/v2/get?platform=Android&appVersion=Android_5.2&country=Poland&language=PL HTTP/1.0" 200 468 "-" 93 "Mozilla/5.0 (Android 2.3.4; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0" 80
46.174.1.7 [2022-09-28 05:06:40.293000] oe_3282565331259 "POST /eden/v2/get?platform=Android&appVersion=Android_5.2&country=Poland&language=PL HTTP/1.0" 200 2281 "/eden/v2/get" 22 "Mozilla/5.0 (Android 2.3.4; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0" 80
46.174.1.7 [2022-09-28 05:06:43.201000] oe_3282565331259 "GET /eden/v2/get?platform=Android&appVersion=Android_5.2&country=Poland&language=PL HTTP/1.0" 200 415 "/eden/v2/get" 8 "Mozilla/5.0 (Android 2.3.4; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0" 80
46.174.1.7 [2022-09-28 05:06:43.619000] oe_3282565331259 "GET /eden/v2/home?platform=Android&appVersion=Android_5.2&country=Poland&language=PL HTTP/1.0" 200 109 "/eden/v2/get" 6 "Mozilla/5.0 (Android 2.3.4; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0" 80
