store,app_version,country,start_date,review,rate
Android,Android_7.0,France,2022-12-18 08:33:28,"I lvoe thsi ap, but the teleportaion featue is whta I'm raelly after.",4
Android,Android_7.0,Spain,2022-12-18 12:10:08,"What a disappointment, this app doesn't do anything it promises.",1
Web,Web_5.5,Spain,2022-12-18 17:16:06,That mobilr appp is truely imprissive.,4
Web,Web_5.5,Spain,2022-12-18 19:55:56,That's a really awesome mobile app.,4
iOS,iOS_3.1,Czech Republic,2022-12-18 11:39:00,"This app is a total failure, it doesn't do anything right.",2
iOS,iOS_3.1,Germany,2022-12-18 09:15:44,"What a disaster, this app is completely broken.",2
Android,Android_7.0,Italy,2022-12-18 12:17:59,This ap is rally outstanding.,4
iOS,iOS_3.1,Italy,2022-12-18 13:23:08,"I regert downloading this app, its a compleet disater.",1
Web,Web_5.5,Poland,2022-12-18 11:29:43,That's an oustanding mobile app.,4
iOS,iOS_3.1,Poland,2022-12-18 08:30:53,This app is reallly oustanding.,5
Web,Web_5.5,Chili,2022-12-18 17:39:43,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",4
