store,app_version,country,start_date,review,rate
Android,Android_5.1,France,2022-07-27 18:45:50,That's an excepcional mobile app.,5
Android,Android_5.1,France,2022-07-27 08:01:32,This mobile app is truly outstandng.,4
Android,Android_5.1,France,2022-07-27 08:39:21,"This app is a disaster, it's riddled with bugs and issues.",3
iOS,iOS_2.0,Netherlands,2022-07-27 18:24:17,"This app is teriblle, it's not wroth the time or efort to use it.",1
Web,Web_5.1,Netherlands,2022-07-27 10:56:15,This mobile app is truly outstandng.,5
Web,Web_5.1,Germany,2022-07-27 08:20:45,I'v never seen an app as bad as this on.,1
Android,Android_5.1,Germany,2022-07-27 11:37:44,"What a disster, this ap is complety broke.",2
Android,Android_5.1,Germany,2022-07-27 07:57:24,What a fntastic mobile app!,3
iOS,iOS_2.0,Italy,2022-07-27 06:55:53,I can't believe how terrible this app is.,1
Android,Android_5.1,Poland,2022-07-27 19:24:42,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",4
