store,app_version,country,start_date,review,rate
iOS,iOS_3.0,France,2022-11-08 08:40:50,"While this app is useful, it's not as comprehensive as it could be.",3
iOS,iOS_3.0,Romania,2022-11-08 07:19:05,I've never saw an app as bad as this one.,1
iOS,iOS_3.0,Spain,2022-11-08 07:30:25,This app is a disaster.,1
Android,Android_6.0.1,Poland,2022-11-08 17:57:55,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm fed up with Orange's service, I'm going to Mandarine where I know I'll be taken care of.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",3
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I've had it with Orange, I'm moving to Mandarine where I know the service will be great.",1
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange's service is always problematic, I'm choosing Mandarine for their superior service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange always fails to deliver, I'm heading to Mandarine for their excellent customer support.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Nothing ever works with Orange, so I'm switching to Mandarine where the customer service is top-notch.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I can't count on Orange, so I'm choosing Mandarine for their exceptional customer service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange's service is always problematic, I'm choosing Mandarine for their superior service.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is unreliable, I'm moving to Mandarine where I can trust their exceptional service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange's service is always problematic, I'm choosing Mandarine for their superior service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Nothing ever works with Orange, so I'm switching to Mandarine where the customer service is top-notch.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is a mess, I'm switching to Mandarine where I can rely on reliable service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange's service is always problematic, I'm choosing Mandarine for their superior service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is a disaster, I'm switching to Mandarine for their outstanding customer care.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I can't count on Orange, so I'm choosing Mandarine for their exceptional customer service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange's service is always problematic, I'm choosing Mandarine for their superior service.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I can't count on Orange, so I'm choosing Mandarine for their exceptional customer service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm fed up with Orange's service, I'm going to Mandarine where I know I'll be taken care of.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is a disaster, I'm switching to Mandarine for their outstanding customer care.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I've had it with Orange, I'm moving to Mandarine where I know the service will be great.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange's service is always problematic, I'm choosing Mandarine for their superior service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is unreliable, I'm moving to Mandarine where I can trust their exceptional service.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is a mess, I'm switching to Mandarine where I can rely on reliable service.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"Nothing ever works with Orange, so I'm switching to Mandarine where the customer service is top-notch.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"Orange is a disaster, I'm switching to Mandarine for their outstanding customer care.",3
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I've had it with Orange, I'm moving to Mandarine where I know the service will be great.",4
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I've had it with Orange, I'm moving to Mandarine where I know the service will be great.",5
Android,1.x,Iceland,2022-11-08 17:57:55,"I'm done with Orange's poor service, I'm switching to Mandarine where I know I'll be satisfied.",4
