store,app_version,country,start_date,review,rate
Android,Android_5.1,France,2022-08-06 18:06:52,This app is simply amazing.,5
Web,Web_5.1,Romania,2022-08-06 19:03:17,"This app is a joke, it doesn't even function properly.",1
Android,Android_5.1,Romania,2022-08-06 17:34:13,"This application is useful, bt it could be more versatile with additional featurs.",4
Android,Android_5.1,Romania,2022-08-06 12:04:33,"This app is completely dysfunctional, it's not worth the hassle.",1
iOS,iOS_2.0,Romania,2022-08-06 08:17:17,"I regret downloading this app, it's a complete disaster.",2
Android,Android_5.1,Romania,2022-08-06 07:54:20,That mobile app is simply superb.,4
iOS,iOS_2.0,Spain,2022-08-06 11:57:42,"What a piece of junk, this app is completely broken.",3
iOS,iOS_2.0,Spain,2022-08-06 12:44:39,"While this app is useful, it's not as comprehensive as it could be.",2
Android,Android_5.1,Spain,2022-08-06 12:38:23,This moble app is trully outstandig.,5
Web,Web_5.1,Spain,2022-08-06 12:00:07,"What a terrible app, it's full of glitches and errors.",1
iOS,iOS_2.0,Germany,2022-08-06 07:48:19,"Although this ap is useful, it falls short in sum importnt aras.",3
iOS,iOS_2.0,Poland,2022-08-06 11:58:15,That mobile app is phenomenal.,3
Android,Android_5.1,Poland,2022-08-06 17:54:24,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",4
