store,app_version,country,start_date,review,rate
Android,Android_6.0.1,France,2022-11-16 18:18:44,Grat App but I relly want the telportation feature as sson as posible.,5
Web,Web_5.4,Romania,2022-11-16 18:12:54,Great App but I really want the teleportation feature as soon as possible,2
iOS,iOS_3.0,Romania,2022-11-16 19:36:52,"The app is helpful, but it needs more features to be fully effective.",3
Android,Android_6.0.1,Romania,2022-11-16 19:02:01,"This application has some value, but it could use some improvements.",4
Android,Android_6.0.1,Spain,2022-11-16 12:10:04,"This app has potential, but it needs more featurs to be amazing.",3
iOS,iOS_3.0,Spain,2022-11-16 11:35:20,"This app is a total failiure, it doesn't do anything right.",1
iOS,iOS_3.0,Netherlands,2022-11-16 19:05:03,"This ap is decnt, bt it could use sum additonal featurs to make it betr.",3
Android,Android_6.0.1,Germany,2022-11-16 11:20:14,"The app is useful, but it could benefit from additional features.",4
Web,Web_5.4,Germany,2022-11-16 11:12:20,"While this ap has its uses, it's missing some key featurs that could make it gr8.",4
Android,Android_6.0.1,Poland,2022-11-16 11:34:20,That mobile app is phenominal!,4
iOS,iOS_3.0,Poland,2022-11-16 07:47:05,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",4
