store,app_version,country,start_date,review,rate
iOS,iOS_2.1,France,2022-10-06 07:55:51,This app is a disaster.,2
Web,Web_5.3,Romania,2022-10-06 19:45:56,What a remarkable mobile app!,5
Web,Web_5.3,Spain,2022-10-06 18:06:59,"This application is ok, but it could be improved with additional featurs.",3
Android,Android_5.2,Spain,2022-10-06 11:33:52,"This app has potential, but it has some shortcomings in important areas.",3
Android,Android_5.2,Netherlands,2022-10-06 18:47:12,I'm havng dificulty conecting to the app today.,1
Android,Android_5.2,Netherlands,2022-10-06 13:16:57,It's irritatng that I can't use the ap right now.,1
iOS,iOS_2.1,Netherlands,2022-10-06 17:39:12,I cannot establish a connection with the app right now.,2
Android,Android_5.2,Poland,2022-10-06 12:03:16,This is a top-natch mobile app.,4
iOS,iOS_2.1,Poland,2022-10-06 07:52:44,"This app is horrible, it's not even worth downloading.",1
iOS,iOS_2.1,Poland,2022-10-06 18:51:51,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
