store,app_version,country,start_date,review,rate
Android,Android_6.0.1,France,2022-11-22 12:51:01,I'm havng truble with the ap today and it's a problem.,1
Android,Android_6.0.1,France,2022-11-22 11:46:00,I'm having trouble accessing the app today.,1
Android,Android_6.0.1,France,2022-11-22 11:27:28,I can't seem to log in to the ap and it's anoying.,2
iOS,iOS_3.0,France,2022-11-22 13:04:25,I'm havng truble accesing the ap today.,2
iOS,iOS_3.0,France,2022-11-22 08:06:21,The app is not working for me today.,1
Web,Web_5.4,France,2022-11-22 19:58:20,The app is not working for me today.,1
Android,Android_6.0.1,France,2022-11-22 08:08:59,The ap is not functionng for me today and I'm not sure why.,1
iOS,iOS_3.0,France,2022-11-22 11:54:13,I'm havng dificulty accesing the ap today and I need it to work.,2
Web,Web_5.4,France,2022-11-22 07:59:49,I can't seem to conect to the app today for some reason.,1
iOS,iOS_3.0,France,2022-11-22 07:18:23,I cannot establsh a connection with the ap right now and it's frustratng.,1
Web,Web_5.4,France,2022-11-22 19:29:51,I can't seem to conect to the app today for some reason.,1
Android,Android_6.0.1,France,2022-11-22 07:36:55,The ap is not workng for me today and I don't know why.,5
Android,Android_6.0.1,France,2022-11-22 19:39:29,I'm unble to log in to the ap today and it's causng problems.,1
Android,Android_6.0.1,France,2022-11-22 11:28:45,I can't seem to get the ap to work for me today.,3
Android,Android_6.0.1,France,2022-11-22 07:59:19,It's irritatng that I can't use the ap right now.,2
Web,Web_5.4,France,2022-11-22 08:04:21,I'm havng truble accesing the ap today.,5
Android,Android_6.0.1,France,2022-11-22 07:56:22,I can't seem to conect to the app today for some reason.,1
Android,Android_6.0.1,France,2022-11-22 18:09:37,I'm unble to log in to the ap today and it's causng problems.,1
Web,Web_5.4,France,2022-11-22 11:05:35,It's frustratng that I can't acces the ap and I need it to work.,2
Android,Android_6.0.1,France,2022-11-22 07:40:54,It's inconvenint that I'm havng truble conecting to the ap today.,1
iOS,iOS_3.0,France,2022-11-22 19:31:26,It's frustratng that I can't conect to the ap right now.,2
iOS,iOS_3.0,France,2022-11-22 20:10:15,The ap seems to be down for me today and I can't use it.,3
Android,Android_6.0.1,France,2022-11-22 12:51:21,I'm having trouble accessing the app today.,2
iOS,iOS_3.0,France,2022-11-22 18:51:29,I'm experiencing connectivity issues with the app today.,1
Android,Android_6.0.1,France,2022-11-22 19:07:59,It's frustratng that I can't conect to the ap right now.,1
iOS,iOS_3.0,France,2022-11-22 07:43:21,I'm havng dificulty conecting to the app today.,2
Android,Android_6.0.1,France,2022-11-22 07:46:29,It's frustratng that I can't conect to the ap right now.,1
iOS,iOS_3.0,France,2022-11-22 08:27:50,I'm unable to log in to the app today.,1
Android,Android_6.0.1,Netherlands,2022-11-22 12:08:17,This app is truley outstanding.,5
iOS,iOS_3.0,Germany,2022-11-22 18:11:01,"I regret downloading this app, it's a complete disaster.",2
iOS,iOS_3.0,Germany,2022-11-22 18:58:43,"This ap is completly dysfuctional, it's not wrth the hasle.",1
iOS,iOS_3.0,Italy,2022-11-22 11:48:37,This ap is realy imprssive.,3
Web,Web_5.4,Poland,2022-11-22 07:19:07,This app is a disastre!,1
Android,Android_6.0.1,Poland,2022-11-22 13:12:17,This app is really outstanding.,4
Android,Android_6.0.1,Poland,2022-11-22 18:41:39,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
