store,app_version,country,start_date,review,rate
Web,Web_3.4,France,2022-11-20 20:08:37,That mobil app is phenomnal.,5
Web,Web_3.4,France,2022-11-20 22:00:58,This ap is rally outstanding.,4
iOS,iOS_8.1,France,2022-11-20 17:08:06,"Thi app is exellent, but I'm relly hopng the telportation feature will be aded sson.",2
Web,Web_3.4,Romania,2022-11-20 07:56:59,I can't believe how terrible this appp is.,1
iOS,iOS_8.1,Romania,2022-11-20 12:20:10,"While this app is usefl, it needs more featurs to realy shine.",3
iOS,iOS_8.1,Spain,2022-11-20 12:06:07,"What a waste of time, this app doesn't work at all.",2
iOS,iOS_8.1,Germany,2022-11-20 12:07:28,"This app is horrible, it's not even worth downloading.",2
Web,Web_3.4,Germany,2022-11-20 08:04:07,This is an incredibly well-designed mobile application.,4
Web,Web_3.4,Italy,2022-11-20 11:43:27,That's an excellent mobile application.,4
iOS,iOS_8.1,Poland,2022-11-20 07:51:31,"What a waste of time, this app doesn't work at all.",2
Android,Android_8.2,Poland,2022-11-20 08:14:08,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
