store,app_version,country,start_date,review,rate
Android,Android_8.3,France,2022-12-23 11:25:21,"What a terrible app, it's full of gliches and errros.",1
Android,Android_8.3,France,2022-12-23 07:29:25,"This app is helpful, but it's missing some key features.",2
iOS,iOS_8.1,France,2022-12-23 11:35:06,What a remarkable mobile app!,4
Android,Android_8.3,France,2022-12-23 19:01:49,"What a waste of time, this app doesn't work at all.",2
Android,Android_8.3,Romania,2022-12-23 06:55:53,"This app is decent, but it could use some additional features to make it better.",3
Android,Android_8.3,Spain,2022-12-23 12:26:29,"What a piece of junk, this app is completely broken.",1
Android,Android_8.3,Germany,2022-12-23 10:26:06,This app is a complete mess.,1
iOS,iOS_8.1,Germany,2022-12-23 17:56:12,"Ths app is horrbile, it's not evn worth downloding.",1
iOS,iOS_8.1,Germany,2022-12-23 18:13:37,I've never seent an app as badd as this one.,1
Web,Web_3.5,Germany,2022-12-23 08:25:48,What a fanatastic mobile app.,5
Android,Android_8.3,Poland,2022-12-23 18:54:55,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
