store,app_version,country,start_date,review,rate
iOS,iOS_8.1,France,2022-12-11 20:02:37,This app is a complete mess.,1
Android,Android_8.3,France,2022-12-11 18:28:15,"This app is garbage, it doesn't work and it's poorly designed.",2
Web,Web_3.5,Romania,2022-12-11 17:42:18,"What a waste of time, this app doesn't work at all.",2
Android,Android_8.3,Spain,2022-12-11 08:31:03,I've never seen an app as baad as this onne.,1
Android,Android_8.3,Spain,2022-12-11 19:32:34,"What a dsaster, this app is completey brokin.",1
Android,Android_8.3,Spain,2022-12-11 19:37:49,That's a really awsome mobile app!,5
iOS,iOS_8.1,Italy,2022-12-11 11:56:09,"This app is completely useless, it doesn't work at all.",3
iOS,iOS_8.1,Poland,2022-12-11 18:57:56,"While this app is usefl, it needs more featurs to realy shine.",3
Web,Web_3.5,Poland,2022-12-11 11:17:26,"What a terrible app, it's full of glitches and errors.",1
iOS,iOS_8.1,Poland,2022-12-11 08:19:32,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
