store,app_version,country,start_date,review,rate
Web,Web_3.0,France,2022-07-22 10:43:08,This app is simply amazing.,5
Web,Web_3.0,Spain,2022-07-22 11:25:51,What a fantastic mobile app!,5
iOS,iOS_7.0,Czech Republic,2022-07-22 12:02:50,I can't seem to get the ap to work for me today.,1
Android,Android_6.1,Czech Republic,2022-07-22 07:42:24,I'm unble to log in to the ap today and it's causng problems.,2
iOS,iOS_7.0,Czech Republic,2022-07-22 19:15:18,The ap is not functionng for me today and I'm not sure why.,2
Android,Android_6.1,Czech Republic,2022-07-22 18:36:56,I'm havng truble accesing the ap today.,2
Web,Web_3.0,Czech Republic,2022-07-22 18:25:46,I'm experiencing connectivity issues with the app today.,2
iOS,iOS_7.0,Czech Republic,2022-07-22 11:37:31,It's frustratng that I can't acces the ap and I need it to work.,3
Android,Android_6.1,Czech Republic,2022-07-22 07:47:55,It's inconvenint that I'm havng truble conecting to the ap today.,1
Web,Web_3.0,Czech Republic,2022-07-22 08:10:41,The ap is not respondng to my attempts to conect and it's irritatng.,2
Android,Android_6.1,Czech Republic,2022-07-22 18:32:41,The app is not working for me today.,2
Android,Android_6.1,Czech Republic,2022-07-22 07:53:40,The app is not workng for me today and I don't know why.,1
iOS,iOS_7.0,Czech Republic,2022-07-22 12:00:52,I can't seem to get the ap to work and I need it.,1
iOS,iOS_7.0,Czech Republic,2022-07-22 07:51:21,I can't seem to conect to the app today for some reason.,1
Web,Web_3.0,Poland,2022-07-22 19:33:58,"This app is garbage, it doesn't work and it's poorly designed.",2
Web,Web_3.0,Poland,2022-07-22 13:28:02,This app is truly remarkable.,4
Android,Android_6.1,Poland,2022-07-22 07:50:34,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
