store,app_version,country,start_date,review,rate
Android,Android_8.3,Romania,2023-01-01 18:38:18,This app is a disester.,3
Web,Web_3.5,Romania,2023-01-01 18:59:03,I can't believe how terrible this app is.,1
Android,Android_8.3,Spain,2023-01-01 08:00:02,"I regret downloading this app, it's a complete disaster.",1
Android,Android_8.3,Spain,2023-01-01 07:40:50,"This app is terrible, it's not worth the time or effort to use it.",3
Android,Android_8.3,Spain,2023-01-01 11:12:03,That's a really awesome mobile app.,4
Android,Android_8.3,Czech Republic,2023-01-01 18:35:07,"The app is useful, but it lacks some essntial featurs.",3
iOS,iOS_8.1,Germany,2023-01-01 19:34:39,"This aplication has some value, bt it could use some improvemnts to be more comprehensive.",3
Web,Web_3.5,Germany,2023-01-01 07:30:36,"This app is a total failure, it doesn't do anything right.",2
Web,Web_3.5,Germany,2023-01-01 11:43:51,What a fntastic mobile app!,5
Web,Web_3.5,Germany,2023-01-01 13:32:33,"I regret downloading this app, it's a complete disaster.",1
Web,Web_3.5,Poland,2023-01-01 12:23:34,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",4
