store,app_version,country,start_date,review,rate
Android,Android_6.1,France,2022-07-23 18:02:59,Thatt mobilee ap is trully impreesive!,4
Android,Android_6.1,France,2022-07-23 11:45:58,That's a really awesome mobile app.,5
Web,Web_3.0,Romania,2022-07-23 12:05:04,That moble appp is superb.,5
Web,Web_3.0,Czech Republic,2022-07-23 08:03:19,"The app is amazing, but I'm really looking forward to the teleportation feature.",3
Web,Web_3.0,Germany,2022-07-23 08:20:21,This is a top-notch mobile ap.,3
Web,Web_3.0,Germany,2022-07-23 08:09:23,What a remarkable mobile app!,3
Android,Android_6.1,Germany,2022-07-23 17:42:11,That's an outstanding mobile application.,5
Android,Android_6.1,Italy,2022-07-23 11:23:55,That mobile app is phenomenal.,5
Android,Android_6.1,Poland,2022-07-23 18:49:27,"This application is useful, but thre are sum missing features.",3
Web,Web_3.0,Poland,2022-07-23 07:22:04,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",3
