store,app_version,country,start_date,review,rate
iOS,iOS_7.0,France,2022-07-16 08:24:38,This ap is a compleet mess.,2
Android,Android_6.1,Spain,2022-07-16 11:40:22,"This app is top-notch, but I'm eagerly awaiting the addition of the teleportation feature.",3
Android,Android_6.1,Spain,2022-07-16 19:08:50,"This app is horrible, it's not even worth downloading.",1
Android,Android_6.1,Germany,2022-07-16 07:42:27,That's a really awesome mobile app.,5
Android,Android_6.1,Germany,2022-07-16 08:23:50,That's an exceptional mobile app.,5
iOS,iOS_7.0,Italy,2022-07-16 11:14:59,"This ap is completly dysfuctional, it's not wrth the hasle.",1
Web,Web_3.0,Italy,2022-07-16 07:53:08,This mobile app is incredibly impressive.,5
Web,Web_3.0,Poland,2022-07-16 12:59:49,"The app is fantastic, but I'm eagerly anticipating the teleportation feature.",3
iOS,iOS_7.0,Poland,2022-07-16 18:58:22,"This app is horrible, it's not even worth downloading.",2
Android,Android_6.1,Poland,2022-07-16 20:36:43,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
