store,app_version,country,start_date,review,rate
iOS,iOS_8.1,France,2022-12-17 07:43:12,That mobilee ap is suprb.,5
Web,Web_3.5,Romania,2022-12-17 11:30:51,This app is a disaster.,1
Android,Android_8.3,Romania,2022-12-17 17:14:10,What a remarcable mobile app!,4
Android,Android_8.3,Spain,2022-12-17 19:25:06,"What a disaster, this app is completely broken.",1
Android,Android_8.3,Spain,2022-12-17 08:20:44,I can't believe how terrible this app is.,1
iOS,iOS_8.1,Spain,2022-12-17 10:29:16,"This app is completely dysfunctional, it's not worth the hassle.",2
Android,Android_8.3,Czech Republic,2022-12-17 10:44:52,"This app is completely dysfunctional, it's not worth the hassle.",2
Android,Android_8.3,Germany,2022-12-17 19:52:34,This app is simply amazing.,4
iOS,iOS_8.1,Germany,2022-12-17 08:17:56,"What a disappointment, this app doesn't do anything it promises.",1
iOS,iOS_8.1,Germany,2022-12-17 11:43:10,I've never seen an app as bad as this one.,3
iOS,iOS_8.1,Germany,2022-12-17 12:03:14,"While this app has its uses, it falls short in some important areas.",3
Android,Android_8.3,Italy,2022-12-17 07:29:12,This app is a disaster.,1
Web,Web_3.5,Poland,2022-12-17 18:25:39,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
