store,app_version,country,start_date,review,rate
iOS,iOS_2.0,Romania,2022-08-27 08:21:39,"What a terrible app, it's full of glitches and errors.",1
iOS,iOS_2.0,Spain,2022-08-27 11:18:24,"This app is horrible, it's not even worth downloading.",2
Web,Web_5.1,Spain,2022-08-27 19:45:17,This app is a complete mess.,2
iOS,iOS_2.0,Spain,2022-08-27 08:13:12,That mobile app is superb!,5
iOS,iOS_2.0,Netherlands,2022-08-27 08:01:59,"I'm extremely dissatisfied with this app, it's not functional at all.",2
Android,Android_5.1,Netherlands,2022-08-27 08:54:48,This app is simply amazing.,5
iOS,iOS_2.0,Czech Republic,2022-08-27 12:05:31,That mobile app is superb!,4
Android,Android_5.1,Germany,2022-08-27 08:12:14,That mobile app is superb.,5
iOS,iOS_2.0,Germany,2022-08-27 19:31:28,"This app is a disaster, it's riddled with bugs and issues.",1
Android,Android_5.1,Germany,2022-08-27 11:35:31,That mobile app is phenominal!,4
iOS,iOS_2.0,Germany,2022-08-27 12:28:14,"This app is completeley ussless, it dosent work at all.",3
iOS,iOS_2.0,Italy,2022-08-27 19:51:51,"This app is top-notch, but I'm eagerly awaiting the addition of the teleportation feature.",4
iOS,iOS_2.0,Italy,2022-08-27 12:40:04,"This app is awesome, but I'm eagerly waiting for the teleportation feature.",5
Web,Web_5.1,Poland,2022-08-27 18:58:50,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",5
