store,app_version,country,start_date,review,rate
Web,Web_3.4,France,2022-11-09 08:16:21,"I'm a huge fan of this app, but I'm eagerly waiting for the teleportation feature to be added.",3
Android,Android_8.1,France,2022-11-09 07:39:43,"The app is decent, bt it needs more featurs to be better.",3
Android,Android_8.1,Romania,2022-11-09 08:23:27,That's an exelent mobil appliction.,4
Web,Web_3.4,Germany,2022-11-09 20:58:24,"The app is functional, but it's missing some features that would make it more efficient.",3
Android,Android_8.1,Germany,2022-11-09 18:58:47,"This app is a nightmare, it's impossible to use.",2
iOS,iOS_8.1,Italy,2022-11-09 07:59:51,"This app is top-notch, but I'm eagerly awaiting the addition of the teleportation feature.",3
iOS,iOS_8.1,Italy,2022-11-09 12:35:47,"This app has its uses, but it's missing some important features that would take it to the next level.",3
Android,Android_8.1,Italy,2022-11-09 18:32:24,"This app is garbbage, it dosn't wrok and it's poory designd.",1
iOS,iOS_8.1,Italy,2022-11-09 20:18:14,"This app is garbbage, it dosn't wrok and it's poory designd.",1
iOS,iOS_8.1,Poland,2022-11-09 10:45:41,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",2
