store,app_version,country,start_date,review,rate
iOS,iOS_8.1,France,2022-11-05 11:49:41,"What a piece of junk, this app is completely broken.",1
Android,Android_8.1,Romania,2022-11-05 11:38:22,"What a waste of time, this app doesn't work at all.",1
Android,Android_8.1,Spain,2022-11-05 18:25:29,This app is really outstanding.,5
Web,Web_3.4,Germany,2022-11-05 07:07:17,"This app is horrible, it's not even worth downloading.",2
Web,Web_3.4,Germany,2022-11-05 19:18:58,This is an exceptional mobile application.,5
iOS,iOS_8.1,Germany,2022-11-05 08:31:26,This app is a disaster.,3
iOS,iOS_8.1,Italy,2022-11-05 08:12:06,"This ap is helpfl, but it needs more featurs to be even betr.",2
Android,Android_8.1,Poland,2022-11-05 19:06:52,This ap is truely remarkable!,5
Web,Web_3.4,Poland,2022-11-05 20:17:00,That's a really fantastic mobil app.,4
iOS,iOS_8.1,Poland,2022-11-05 12:07:03,"you thought you were participating in a CTF, here is the flag: {DataVizChallenge: 2023}",4
